0.000000	1.54000000e-06	2.16682337e+06
0.010000	3.10583690e-12	4.37000000e+00
0.020000	-4.47752231e-13	-6.30000000e-01
0.030000	-4.47752231e-13	-6.30000000e-01
0.040000	-4.47752231e-13	-6.30000000e-01
0.050000	-4.47752231e-13	-6.30000000e-01
0.060000	-4.47752231e-13	-6.30000000e-01
0.070000	-4.47752231e-13	-6.30000000e-01
0.080000	-4.47752231e-13	-6.30000000e-01
0.090000	-4.47752231e-13	-6.30000000e-01
0.100000	-4.47752231e-13	-6.30000000e-01
0.110000	-4.47752231e-13	-6.30000000e-01
0.120000	-4.47752231e-13	-6.30000000e-01
0.130000	-4.47752231e-13	-6.30000000e-01
0.140000	-4.47752231e-13	-6.30000000e-01
0.150000	-4.47752231e-13	-6.30000000e-01
0.160000	-4.47752231e-13	-6.30000000e-01
0.170000	-4.47752231e-13	-6.30000000e-01
0.180000	-4.47752231e-13	-6.30000000e-01
0.190000	-4.47752231e-13	-6.30000000e-01
0.200000	-4.47752231e-13	-6.30000000e-01
0.210000	-4.47752231e-13	-6.30000000e-01
0.220000	-4.47752231e-13	-6.30000000e-01
0.230000	-4.47752231e-13	-6.30000000e-01
0.240000	-4.47752231e-13	-6.30000000e-01
0.250000	-4.47752231e-13	-6.30000000e-01
0.260000	-4.47752231e-13	-6.30000000e-01
0.270000	-4.47752231e-13	-6.30000000e-01
0.280000	-4.47752231e-13	-6.30000000e-01
0.290000	-4.47752231e-13	-6.30000000e-01
0.300000	-4.47752231e-13	-6.30000000e-01
0.310000	-4.47752231e-13	-6.30000000e-01
0.320000	-4.47752231e-13	-6.30000000e-01
0.330000	-4.47752231e-13	-6.30000000e-01
0.340000	-4.47752231e-13	-6.30000000e-01
0.350000	-4.47752231e-13	-6.30000000e-01
0.360000	-4.47752231e-13	-6.30000000e-01
0.370000	-4.47752231e-13	-6.30000000e-01
0.380000	-4.47752231e-13	-6.30000000e-01
0.390000	-4.47752231e-13	-6.30000000e-01
0.400000	-4.47752231e-13	-6.30000000e-01
0.410000	-4.47752231e-13	-6.30000000e-01
0.420000	-4.47752231e-13	-6.30000000e-01
0.430000	-4.47752231e-13	-6.30000000e-01
0.440000	-4.47752231e-13	-6.30000000e-01
0.450000	-4.47752231e-13	-6.30000000e-01
